,news_id,general_category,title,abstract,text,tfidf_vector,sbert_vector,openai_vector
26,N61818,basketball,High School Volleyball: Clemens continues to lead rankings.,"Rankings Team W-L Dist. Prev. 1. Clemens 38-4 26-6A 1 2. Clark 38-7 28-6A 2 3. Churchill 34-7 27-6A 3 4. Reagan 37-8 27-6A 4 5. O'Connor 37-11 28-6A 5 6. Brandeis 34-11 28-6A 6 7. NB Canyon 32-15 26-6A 7 8. Harlan 34-8 28-5A 8 9. La Vernia 41-5 30-4A 9 10. Antonian 30-17 TAPPS 10 Records are through Saturday's games. Player of the week Malia Viernes, Steele: senior, outside hitter   Had 28 kills, 27 digs, two aces and two blocks as the Knights...","High School Volleyball: Clemens continues to lead rankings. Rankings Team W-L Dist. Prev. 1. Clemens 38-4 26-6A 1 2. Clark 38-7 28-6A 2 3. Churchill 34-7 27-6A 3 4. Reagan 37-8 27-6A 4 5. O'Connor 37-11 28-6A 5 6. Brandeis 34-11 28-6A 6 7. NB Canyon 32-15 26-6A 7 8. Harlan 34-8 28-5A 8 9. La Vernia 41-5 30-4A 9 10. Antonian 30-17 TAPPS 10 Records are through Saturday's games. Player of the week Malia Viernes, Steele: senior, outside hitter   Had 28 kills, 27 digs, two aces and two blocks as the Knights...","[0.04369795705725581, -0.06786798338857819, 0.015767624244960442, -0.09714794311288483, -0.05944857495205406, 0.00017354404537672828, -0.014530354551324537, 0.005447766508679984, -0.017287638896435458, 0.023700360438787236]","[0.24490921199321747, 0.12403803318738937, -0.20884080231189728, 0.09124366194009781, 0.03865377977490425, 0.02029627375304699, 0.22599464654922485, 0.04470330476760864, -0.021688275039196014, -0.09985712915658951]","[-0.26752526909043733, -0.11534777963330588, 0.15098560993613055, -0.06991992344150472, 0.14642841187786781, -0.10718419000181381, 0.03938149475695982, -0.21535407477877308, -0.021856267452814132, -0.009957629275474219]"
27,N27653,football,Four-star Horn Lake lineman Josaih Hayes decommits from Ole Miss,The Horn Lake standout has reopened his recruitment.,Four-star Horn Lake lineman Josaih Hayes decommits from Ole Miss The Horn Lake standout has reopened his recruitment.,"[-0.034048548404418164, -0.005167915526178379, -0.0007642889157116345, 0.01829936288676759, 0.05096422668459534, -0.02200282552837832, -0.004334387346345714, -0.01598379681815553, -0.04004323372590767, 0.05477188131694618]","[0.02339102327823639, -0.13848058879375458, -0.26261547207832336, -0.00793468952178955, -0.0076705398969352245, 0.01672663539648056, -0.03677305579185486, -0.017275027930736542, 0.019031645730137825, -0.008448651060461998]","[-0.01605655090450166, 0.1527872710130867, 0.3290967456859547, 0.07813858669044417, 0.12698837828163403, 0.015312174773775269, 0.08097651884770815, -0.012651786545462453, 0.08659121810266264, 0.09723620868372375]"
28,N24878,basketball,Football Top 20 profile: St. Joseph (Hamm.) playing the waiting game,"15-St. Joseph (Hamm.) (8-1) Last week: No. 15 Here's why: St. Joseph (Hamm.) had a bye in the first round of the Non-Public 2 tournament last week and has an unwanted second week off since six teams that could have been part of the field opted out of the Non-Public 2 tournament, leaving just seven teams. St. Joseph (Hamm.) is looking for a Thanksgiving week game to fill the void and prevent ...","Football Top 20 profile: St. Joseph (Hamm.) playing the waiting game 15-St. Joseph (Hamm.) (8-1) Last week: No. 15 Here's why: St. Joseph (Hamm.) had a bye in the first round of the Non-Public 2 tournament last week and has an unwanted second week off since six teams that could have been part of the field opted out of the Non-Public 2 tournament, leaving just seven teams. St. Joseph (Hamm.) is looking for a Thanksgiving week game to fill the void and prevent ...","[0.13171346085139005, -0.11470357677596371, 0.0881486700723348, -0.06512716097377853, -0.06719087228997402, 0.01974379256142584, -0.03400656064650475, -0.051668563561365004, 0.04004412392471011, 0.030517786969262627]","[-0.1862669289112091, 0.29187124967575073, -0.13852639496326447, 0.05680720880627632, -0.15143603086471558, 0.035384345799684525, -0.039768874645233154, -0.002270749770104885, 0.0013940411154180765, 0.0196465402841568]","[-0.1058888357089233, -0.1419240394826828, 0.29782335216963435, -0.1353734120763876, 0.10113781464187642, -0.028335563678421435, 0.06315944960390608, -0.054739843435960465, -0.1035092744616118, 0.06358905739751035]"
29,N49780,football,Eagles cut Zach Brown after he acts like Zach Clown,See ya.,Eagles cut Zach Brown after he acts like Zach Clown See ya.,"[0.05346045867552878, 0.13595069094336723, -0.12686946761921294, 0.04718467588625052, 0.04638587122616638, 0.17118218204686392, 0.2961070026237706, -0.03309260073407256, -0.17234485272443903, 0.04990730880039284]","[-0.27270546555519104, -0.22858354449272156, -0.006341880187392235, -0.11980149894952774, -0.018265366554260254, -0.07059258222579956, -0.08904029428958893, -0.05487414449453354, -0.04829034581780434, 0.0019608165603131056]","[0.24418536505697075, 0.12025362604289856, 0.055378486530640675, 0.03464566730858814, -0.12291174871117087, 0.11368025079601535, 0.13431119588666646, 0.00717797336493275, 0.19062671232580447, -0.0190368377713]"
30,N64953,soccer,Roman Torres says his status is up to Sounders,"Torres apparently has an offer from Millonarios, but Sounders still hold a club option.","Roman Torres says his status is up to Sounders Torres apparently has an offer from Millonarios, but Sounders still hold a club option.","[-0.03583357678514383, 0.02646086290536135, -0.03376393854787278, -0.014336213304674472, 0.034536066344145896, -0.015472787947828479, 0.0328544617801643, -0.031710025490690484, -0.056304006827135065, -0.0010744762350740117]","[0.06008433178067207, -0.3804174065589905, 0.04306754097342491, 0.04987001791596413, -0.03328116610646248, 0.17839504778385162, -0.05653951317071915, -0.1050686240196228, -0.07062404602766037, 0.133267343044281]","[0.15560681982672758, 0.27710043234610465, 0.0025360352072258357, 0.01891804138250294, 0.10810976683834499, -0.06048414248762998, 0.08856854479101998, 0.03503952477099751, 0.029058907632629846, 0.10434158205477591]"
31,N60163,football,Chiefs Thursday injury report vs. Titans: Patrick Mahomes tracking to play on Sunday,"The Chiefs quarterback was a ""full"" participant for the second day in a row on Thursday.","Chiefs Thursday injury report vs. Titans: Patrick Mahomes tracking to play on Sunday The Chiefs quarterback was a ""full"" participant for the second day in a row on Thursday.","[0.1507837556045438, -0.1236077310677484, -0.22640151995451593, 0.312822678030948, 0.17358725570867456, 0.02485603239393035, 0.17320096296274598, -0.06885648175937661, 0.4144385056845841, 0.22556798959668098]","[-0.3371956944465637, 0.04908435419201851, 0.05599289759993553, -0.011128607206046581, 0.2572709023952484, 0.33228909969329834, -0.16223590075969696, 0.0654803067445755, -0.0922202542424202, 0.05950844660401344]","[0.16907004566699443, -0.1407200160904897, 0.08106780586260347, 0.0015921259212375762, -0.01381469801908496, -0.35930186130197717, -0.1774567028204754, 0.05276931215162287, 0.010613837680352073, 0.17787155023450177]"
32,N34917,football,Great Takes Less Filling: WOOOOOOOOOOOOOOO!,That happened. That really happened and it's amazing!,Great Takes Less Filling: WOOOOOOOOOOOOOOO! That happened. That really happened and it's amazing!,"[-0.022506091416748208, 0.01983182582061034, -0.004202057676685574, 0.0053448220352172995, 0.027701626247079468, -0.0318664080365221, 0.028813777838152123, -0.02815384624001134, -0.0295626599711672, -0.004782466227771412]","[0.16088484227657318, -0.00750883249565959, 0.14734810590744019, 0.09723246842622757, 0.00680684857070446, -0.2979108691215515, 0.05011427029967308, 0.03552878275513649, -0.02831314317882061, -0.05791562795639038]","[-0.21267279628913488, 0.05254990815535713, -0.20520383751348745, -0.02646405320621128, -0.015204554562027756, 0.22188254315178219, -0.17984367589262198, 0.05951163352914843, 0.14591114194296448, -0.01863939013051162]"
33,N21233,hockey,Predators: Living on the edge not safest neighborhood,Predators know they can't live life from behind.,Predators: Living on the edge not safest neighborhood Predators know they can't live life from behind.,"[-0.03564198711591577, -0.009936487312837661, -0.03000024347428318, 0.002517937646014359, 0.0077229841722307275, -0.06552303783991359, 0.03378325156342579, -0.006125413483120472, -0.025646837392252646, 0.08286903108530357]","[0.09321839362382889, 0.029346544295549393, 0.0023847962729632854, 0.08269279450178146, -0.07049384713172913, -0.17283228039741516, -0.1451829969882965, -0.17054785788059235, 0.06421590596437454, -0.20280878245830536]","[0.013319243402533059, -0.031896240268047896, -0.09249892660096455, -0.04750817415617972, -0.012504030099656114, 0.11167623803409289, 0.08799359408394757, 0.06789510185067123, -0.09342988879326361, 0.06900289841785284]"
34,N28082,football,NFL home-field advantage has completely disappeared in 2019,"Home teams have won 56 percent of the games played in modern NFL history, an era which dates back to the 1970 AFL-NFL merger. Home teams have covered the spread 49.9 percent of the time, while road teams have covered in 50.1 percent of games. Meanwhile, home teams that are favorites in Las Vegas have Read more... The post NFL home-field advantage has completely disappeared in 2019 appeared first on The Comeback.","NFL home-field advantage has completely disappeared in 2019 Home teams have won 56 percent of the games played in modern NFL history, an era which dates back to the 1970 AFL-NFL merger. Home teams have covered the spread 49.9 percent of the time, while road teams have covered in 50.1 percent of games. Meanwhile, home teams that are favorites in Las Vegas have Read more... The post NFL home-field advantage has completely disappeared in 2019 appeared first on The Comeback.","[0.14076858885709645, -0.04095784627638853, 0.14461842242414819, -0.06369388936233669, 0.09266789290984544, -0.0896553026068368, -0.07755649241287091, -0.16820735051248026, 0.09112512974533608, -0.11778247042173229]","[-0.23744873702526093, 0.3011983633041382, 0.17061041295528412, 0.01982416957616806, -0.1301702857017517, 0.0015325460117310286, -0.09379667788743973, -0.12585993111133575, 0.22329631447792053, 0.15927620232105255]","[0.06004711291875588, -0.20183009013360179, -0.13471869646927467, -0.12917610315800318, -0.03707047142391873, 0.09918917938298377, -0.036379416776447265, -0.16527344104720973, -0.10765329789979566, -0.07279593832779595]"
35,N19129,baseball,Yankees 2019 Roster Report Card: Aaron Hicks,Hicks' 2019 was marred by injuries after signing his extension.,Yankees 2019 Roster Report Card: Aaron Hicks Hicks' 2019 was marred by injuries after signing his extension.,"[-0.050083479271029976, 0.04704830551825661, 0.1402779355845527, 0.04637350713149609, 0.09969528565541094, 0.043569421735285274, 0.052282519008409314, -0.025822770690469635, -0.08772743182662242, 0.14058298913817402]","[0.07809823751449585, -0.30908599495887756, 0.10603760927915573, 0.06750071048736572, 0.04626581445336342, 0.32156914472579956, 0.1709173172712326, -0.07666987180709839, -0.0019291742937639356, 0.03280327469110489]","[0.13640488188676375, 0.22394666475104283, -0.09184414695722624, -0.02495626970032396, 0.10943808570849627, -0.20869206292459228, -0.010503494603383337, -0.050986984036200146, 0.20474376700058203, -0.03472462611210162]"
36,N8609,football,Iowa State Football: Charlie Kolar providing a big option in the pass game,"Charlie Kolar is on pace to have one of the most prolific seasons for a tight end in Iowa State football history. The scary thing is how unsatisfied he is so far. Tthe redshirt sophomore recognizes the strides he's made within the offense, not just because he has more tangible numbers in terms of catches and yards, but he can see it and feel it when he engages in a block. Still, Kolar wants ...","Iowa State Football: Charlie Kolar providing a big option in the pass game Charlie Kolar is on pace to have one of the most prolific seasons for a tight end in Iowa State football history. The scary thing is how unsatisfied he is so far. Tthe redshirt sophomore recognizes the strides he's made within the offense, not just because he has more tangible numbers in terms of catches and yards, but he can see it and feel it when he engages in a block. Still, Kolar wants ...","[-0.08826850009255723, -0.11891758847599994, -0.09117438262073976, -0.05870312541049568, -0.19200608193878663, -0.021973452093400955, -0.1546743851576391, -0.01597109486817154, 0.0218683639739213, 0.04116770939212744]","[-0.07074747234582901, 0.010621245950460434, -0.41315510869026184, 0.004966633394360542, -0.09358299523591995, -0.03844674676656723, 0.1318468451499939, 0.01655784249305725, -0.1758512556552887, 0.06964045017957687]","[-0.09305989034837076, -0.05618092215641205, 0.14066880073259, 0.004014520872340053, 0.16943713752697234, -0.0026090231779889723, -0.06718430712014838, 0.09851792367316485, 0.051934179832238345, 0.01715749954905012]"
37,N31980,football,Deion Sanders hasn't talked to Florida State about job he's a rumored candidate for,"Seems kind of important, dont you think?","Deion Sanders hasn't talked to Florida State about job he's a rumored candidate for Seems kind of important, dont you think?","[-0.10505263916797601, -0.04140956536327311, -0.07533244325266293, -0.08010478013726605, -0.0665231158760613, -0.03575384586818249, -0.031097298391862604, 0.0037727006610667126, -0.06945455378307719, 0.02813850400310672]","[-0.09091054648160934, -0.256910502910614, -0.2872619032859802, -0.014482351019978523, -0.13135798275470734, -0.10326007008552551, -0.12382328510284424, 0.020461827516555786, 0.007069499231874943, 0.10099801421165466]","[0.12438523688335187, 0.14393175042306652, 0.10059872569892515, 0.03211855557080084, 0.2504987089429932, 0.15706239820990744, 0.05681541266800447, 0.06428387604895654, -0.10880415679168852, 0.19826160255515157]"
