news_id,general_category,title,abstract,text,tfidf_vector,sbert_vector,openai_vector
N39277,football,The Patriots' biggest flaws are beginning to show,Tom Brady and Julian Edelman aren't getting help.,The Patriots' biggest flaws are beginning to show Tom Brady and Julian Edelman aren't getting help.,"[-0.03989681377934617, -0.012803087343525674, -0.04519129829896512, -0.0002773548274016437, -0.06002250020870523, 0.03242092066155782, -0.011178893647769477, -0.03668890953210305, 0.019999482994058484, -0.06231480461211483]","[-0.21015046536922455, -0.11351685225963593, -0.07860216498374939, -0.013074789196252823, -0.07862468808889389, -0.28006455302238464, -0.1346225142478943, -0.08988075703382492, 0.04918471351265907, 0.005346529185771942]","[-0.1862413961597323, 0.08610164342532815, -0.05733682643363246, 0.04168751255887469, -0.0829843177704715, -0.01623838172154873, 0.11098471932196409, -0.21036724905173287, 0.12524628303418595, -0.14325277975055653]"
N53739,football,'Around The NFL' crew chooses favorite storylines of Week 7,'Around The NFL' crew chooses its favorite storylines of Week 7.,'Around The NFL' crew chooses favorite storylines of Week 7 'Around The NFL' crew chooses its favorite storylines of Week 7.,"[-0.02497125401020741, 0.005844592929870771, -0.00983989379582915, -0.013453823631484351, -0.04647612078502419, 0.009801229091466487, -0.031126426584210026, -0.017443238740600282, -0.026969918984809074, -0.08888000448732403]","[-0.2737807631492615, 0.13080844283103943, 0.0037777170073240995, -0.14231552183628082, 0.15858513116836548, -0.09004529565572739, 0.05446555092930794, -0.06082264333963394, -0.0987628623843193, 0.10377950221300125]","[-0.22277667237680646, -0.04618229054595388, -0.04050425454394996, 0.023322422223083436, 0.01121671965494628, 0.08796703834585375, 0.0019471992989985752, -0.1209291990525172, 0.14715907018736846, -0.21167834428710897]"
N43180,football,Titans report card: Only B's and C's after grind-it-out win vs. Bucs,Grading the Titans' 27-23 win over the Bucs on Sunday at Nissan Stadium.,Titans report card: Only B's and C's after grind-it-out win vs. Bucs Grading the Titans' 27-23 win over the Bucs on Sunday at Nissan Stadium.,"[0.004669581793399286, 0.01317114121102816, 0.003501118294495933, 0.04970621669827978, 0.055829018445930655, -0.03622901027906051, 0.05449165850430044, 0.042091813515907954, -0.0534744439964929, 0.05170690355321498]","[-0.1787780076265335, 0.09965691715478897, -0.0704701617360115, -0.0345185212790966, 0.25185132026672363, 0.03927629441022873, -0.07765920460224152, -0.19047726690769196, -0.017544521018862724, -0.059950098395347595]","[-0.1858976019940239, -0.0729888466299541, -0.1005419255705531, 0.13594079167889633, 0.026488952897575736, 0.07837427962386147, 0.07675695347451537, -0.08308269058844946, 0.02499075117195808, -0.23606154138152477]"
N18765,football,2020 Pro Bowl: Voting is now live for your favorite Jaguars,Jags fans can now vote for their favorite players to make the Pro Bowl.,2020 Pro Bowl: Voting is now live for your favorite Jaguars Jags fans can now vote for their favorite players to make the Pro Bowl.,"[-0.003332048384277144, 0.030900328485076966, -0.0079103147824989, 0.005389252294549292, -0.04555843148668336, -0.002215771622664228, -0.03317268168173036, -0.025554491344815782, -0.037537201152189385, -0.037467125641019276]","[-0.1256381720304489, 0.06834176182746887, 0.07542829215526581, -0.15505076944828033, 0.13515056669712067, 0.006714412476867437, -0.0021532615646719933, 0.07810874283313751, 0.16304315626621246, 0.12532725930213928]","[-0.04784133921142509, -0.023607286291437612, 0.015761169881912847, -0.09915693374357795, 0.07087539629159112, -0.03240197840069674, -0.0755416622399564, -0.06571174078403683, 0.02205701412838527, -0.05229873547673775]"
N2228,football,2018 winner Tua Tagovailoa one of 20 Maxwell Award semifinalists,Another five semifinalists from a year ago made the cut as well.,2018 winner Tua Tagovailoa one of 20 Maxwell Award semifinalists Another five semifinalists from a year ago made the cut as well.,"[-0.004365659609166343, -0.0013651170745278254, -0.011230441821478913, -0.05493403789445169, 0.05317765060423744, 0.0014084207996948143, -0.05922956730009665, 0.011014327108507416, -0.03316560804593234, 0.03186544345579817]","[0.1451079398393631, 0.032287657260894775, -0.028623776510357857, -0.06497522443532944, 0.06589055806398392, 0.14857901632785797, 0.05383658409118652, -0.06804566830396652, 0.25276440382003784, -0.08338046073913574]","[0.10627477503551692, -0.003966572469041347, -0.06893974813670323, -0.010583028857712697, 0.08782741380588681, -0.0871051818338203, -0.031335962979896395, -0.0925437550670577, -0.040394566667066416, 0.03297795017298705]"
N40804,football,Patriots Injury Report: Josh Gordon Battling Multiple Ailments Ahead Of Jets Game,It appears unlikely the New England Patriots will have Josh Gordon at their disposal when they visit the New York Jets on Monday night. Gordon sat out practice Thursday for,Patriots Injury Report: Josh Gordon Battling Multiple Ailments Ahead Of Jets Game It appears unlikely the New England Patriots will have Josh Gordon at their disposal when they visit the New York Jets on Monday night. Gordon sat out practice Thursday for,"[-0.08953260043638236, -0.06193996245086319, -0.0004499386221910592, -0.0021075260136586326, -0.07496103264573943, 0.05757312126281206, 0.006011525429912613, -0.10167390301610113, 0.07286675338632842, -0.08698943428301802]","[-0.1989917904138565, 0.006028234027326107, 0.08739746361970901, 0.06894310563802719, -0.12450345605611801, -0.3261861205101013, -0.24198374152183533, 0.0023938638623803854, 0.05251048877835274, 0.08608301728963852]","[-0.08746306842597655, 0.11792957297145626, 0.06026347952698838, 0.02215724865584621, 0.013225696764884826, -0.03251531479633538, 0.2858187879451167, -0.09764103836900383, -0.03491311868750797, -0.18302643278481834]"
N34647,football,High school football: List of first-round games with 7 p.m. start times,Here is a list of the first-round playoff games that will kick off at 7 p.m. instead of 7:30 p.m. This list will be updated as kickoff time changes are announced. Class 6A-I Tulsa Union at Broken Arrow Class 3A Kingfisher at Marlow Class A Rush Springs at Cashion Class B Empire at Alex,High school football: List of first-round games with 7 p.m. start times Here is a list of the first-round playoff games that will kick off at 7 p.m. instead of 7:30 p.m. This list will be updated as kickoff time changes are announced. Class 6A-I Tulsa Union at Broken Arrow Class 3A Kingfisher at Marlow Class A Rush Springs at Cashion Class B Empire at Alex,"[0.016403739031180635, 0.025633883448873008, -0.031078244873249183, -0.009569428242804158, -0.07329976919516154, -0.04367512520713937, -0.07242615451430538, 0.030770048930650457, 0.028905495597307776, 0.02251513290773551]","[-0.22933831810951233, 0.23878903687000275, -0.1550714075565338, -0.14186525344848633, 0.2796674072742462, 0.03825966268777847, -0.11083584278821945, 0.140435129404068, -0.04029407352209091, -0.00801293645054102]","[-0.07510113369549788, -0.10002511949621627, -0.07552304369938528, 0.1458219180402159, 0.2434030532079879, -0.03964652134814668, -0.056286174326298996, 0.09495246502208705, -0.056772584974892105, -0.21544148754428535]"
N47521,football,"Darius Slay stays, Detroit Lions stand pat at NFL's trade deadline","The Detroit Lions didn't make any moves at the 2019 NFL trade deadline, which means Darius Slay remains with the franchise.","Darius Slay stays, Detroit Lions stand pat at NFL's trade deadline The Detroit Lions didn't make any moves at the 2019 NFL trade deadline, which means Darius Slay remains with the franchise.","[-0.046128835484122735, -0.04069120383015619, 0.002813994437563233, -0.008975049447618861, -0.071759705886003, 0.030576444292531795, 0.04755244212771926, 0.047829791368351963, -0.22187031714624975, -0.07286999077804683]","[-0.26362600922584534, -0.07010878622531891, 0.15420891344547272, -0.01547237392514944, -0.12210623174905777, -0.05012175440788269, -0.009379696100950241, 0.11355914175510406, 0.11728359013795853, -0.00915323942899704]","[-0.18483706787280718, 0.00263534048547387, 0.04089623172772513, -0.05793733748457465, 0.034444349728209804, -0.1578374060355931, 0.120520080073917, 0.008884351830111777, -0.0402452663091817, -0.04035810735045498]"
N9852,football,Gophers set for 2:30 p.m. kickoff against Maryland,Minnesota will look to snap a two-game losing streak to the Terps,Gophers set for 2:30 p.m. kickoff against Maryland Minnesota will look to snap a two-game losing streak to the Terps,"[-0.08157890181509905, -0.09900169207875581, 0.1033951947397644, 0.0154200247296739, -0.0391015486961251, -0.024387562006233907, 0.06945366303747968, 0.10516928384539444, 0.13815617518481058, 0.03615316651639505]","[-0.20740744471549988, 0.11393139511346817, -0.1942644566297531, 0.0076216706074774265, 0.27201589941978455, 0.08615921437740326, -0.0950157567858696, 0.07098619639873505, -0.07927708327770233, 0.14726966619491577]","[-0.1918986036226457, -4.904259914052926e-05, -0.12373180515730095, 0.15408812115021825, 0.20567004161761743, 0.048894205715530326, -0.02966395965149694, 0.008360375537739932, -0.1058825200360117, -0.1351690088777911]"
N47942,football,"With Chad Morris firing, it's on Arkansas to answer Gus Malzahn question once and for all","Arkansas fired Chad Morris on Sunday, and it's on the Razorbacks to reel in the best candidate for the job.","With Chad Morris firing, it's on Arkansas to answer Gus Malzahn question once and for all Arkansas fired Chad Morris on Sunday, and it's on the Razorbacks to reel in the best candidate for the job.","[-0.026401994984935583, 0.0005519539444032243, -0.03420436190619963, -0.006081124649978365, -0.03852148788758586, 0.01912349310056543, -0.022972272324263198, -0.00444049178149555, 0.013176611790328, -0.02570435393055206]","[-0.24083182215690613, -0.1250375360250473, 0.13567955791950226, -0.1887771487236023, 0.02994830347597599, 0.01335174310952425, -0.06793374568223953, -0.049305323511362076, 0.12591589987277985, -0.06561145931482315]","[-0.14618030888536204, 0.002261486108438926, 0.14361088454218332, -0.09816284792737208, 0.17268071089835849, -0.016561796931517353, 0.014949429283370747, -0.02436953790176345, -0.044741931481262834, -0.09063525236281328]"
N15487,football,No. 6 Notre Dame College holds on to beat Findlay and stay unbeaten,"SOUTH EUCLID, Ohio - The grey skies, wind and steady rain brought a smile to the face of Notre Dame College's DJ Greene. Greene, a Willoughby South grad, was right at home in conditions that many would deem unpleasant. ""I'm adapted to this,"" Greene said. ""It's not cold weather too me. I'm blessed to be out here, so anytime I'm out here I try to go hard."" Greene's hard cut to his right and ...","No. 6 Notre Dame College holds on to beat Findlay and stay unbeaten SOUTH EUCLID, Ohio - The grey skies, wind and steady rain brought a smile to the face of Notre Dame College's DJ Greene. Greene, a Willoughby South grad, was right at home in conditions that many would deem unpleasant. ""I'm adapted to this,"" Greene said. ""It's not cold weather too me. I'm blessed to be out here, so anytime I'm out here I try to go hard."" Greene's hard cut to his right and ...","[-0.03247210212271241, -0.0038976770703654504, -0.0196843197219099, -0.029858152799107286, -0.02766702780346535, -0.008139603621357162, -0.0702069524734894, 0.016453698782679372, -0.0005268557028749744, 0.021717236238532125]","[-0.1312081217765808, 0.037914060056209564, -0.1490413099527359, -0.15156583487987518, 0.31373512744903564, 0.11276555061340332, -0.04291997477412224, -0.09805351495742798, 0.13544465601444244, -0.1122632622718811]","[-0.12011138273998856, 0.021639500343757962, -0.07250024341425108, 0.16759116114390019, 0.3027211811197793, -0.02235927715153181, -0.023351188869450135, 0.011700341224798237, -0.04754193188655791, -0.055896208352295605]"
N50557,football,"After returning to Notre Dame College, All-American Sha'haun Williams leaves a legacy of domination","CLEVELAND, Ohio - There are many examples of the havoc caused by Sha'haun Williams throughout his Notre Dame College career that propelled him into one of the nation's top Division II defensive lineman. Notre Dame coach Mike Jacobs recalls at least two games where Williams splattered the opposition. ""The playoff run last year, Slippery Rock in particular, he played out of his mind,"" Jacobs ...","After returning to Notre Dame College, All-American Sha'haun Williams leaves a legacy of domination CLEVELAND, Ohio - There are many examples of the havoc caused by Sha'haun Williams throughout his Notre Dame College career that propelled him into one of the nation's top Division II defensive lineman. Notre Dame coach Mike Jacobs recalls at least two games where Williams splattered the opposition. ""The playoff run last year, Slippery Rock in particular, he played out of his mind,"" Jacobs ...","[-0.041061698307028244, -0.01906521984486643, -0.0414032861139129, -0.06795142733517705, -0.03290660164274406, -0.004900657484366011, -0.09031044443009872, 0.03470493033410023, 0.03593619676563372, 0.08350698271528262]","[-0.20165692269802094, -0.14399513602256775, 0.04750732332468033, -0.16599240899085999, 0.26371774077415466, -0.0348418764770031, -0.07742081582546234, -0.11093728244304657, 0.24021178483963013, 0.05237272381782532]","[-0.04322300427066389, 0.11798118520775301, -0.02875617021343881, 0.10890521862893986, 0.2924560820286687, -0.0056184276100987775, 0.06968153591991587, 0.03198046455163397, -0.025612581224573022, 0.03818495896910665]"
